ip_address,device_type,country,login_speed_seconds,transfer_amount,data_downloaded_mb,is_threat
192.168.1.15,Desktop,Kenya,11.7,160.43,14.46,0
10.0.0.5,Mobile,Niger,8.5,61.85,23.06,0
192.168.1.15,Tablet,USA,14.7,189.11,14.67,0
192.168.1.15,Mobile,USA,8.0,102.01,19.81,0
10.0.0.5,Tablet,UK,15.9,263.84,8.37,0
172.16.0.22,Desktop,India,10.6,168.07,15.06,0
10.0.0.5,Tablet,USA,13.3,96.11,11.89,0
172.16.0.22,Mobile,Niger,16.6,104.54,19.62,0
192.168.1.10,Desktop,Canada,10.0,100.74,13.07,0
192.168.1.10,Tablet,Canada,11.9,188.71,17.04,0
10.0.0.5,Desktop,UK,10.5,108.06,14.29,0
10.0.0.5,Desktop,USA,6.3,118.5,18.58,0
45.22.19.64,Desktop,China,2.2,20984.78,819.09,1
10.0.0.5,Mobile,USA,10.3,124.38,15.92,0
192.168.1.10,Mobile,Canada,15.7,97.06,13.74,0
192.168.1.10,Mobile,India,12.8,239.11,10.44,0
10.0.0.5,Mobile,Canada,18.1,145.27,21.89,0
172.16.0.22,Desktop,UK,15.1,119.55,12.02,0
10.0.0.5,Mobile,USA,11.7,157.24,17.24,0
172.16.0.22,Mobile,India,16.4,35.6,14.91,0
192.168.1.15,Mobile,India,13.0,140.85,16.32,0
192.168.1.10,Mobile,UK,10.2,163.61,15.32,0
172.16.0.22,Desktop,Canada,7.9,180.48,11.48,0
172.16.0.22,Tablet,Canada,15.0,126.95,4.93,0
10.0.0.5,Mobile,USA,14.4,169.95,28.49,0
192.168.1.10,Desktop,USA,11.6,180.15,17.55,0
10.0.0.5,Tablet,Kenya,14.0,90.95,17.58,0
192.168.1.10,Desktop,UK,10.4,251.25,16.08,0
192.168.1.15,Desktop,USA,14.4,219.02,23.08,0
192.168.1.10,Mobile,Niger,11.8,133.0,13.98,0
172.16.0.22,Desktop,Kenya,12.5,141.29,14.41,0
10.0.0.5,Tablet,Niger,11.4,68.51,18.25,0
192.168.1.15,Tablet,UK,16.5,159.18,10.0,0
192.168.1.15,Tablet,USA,5.0,54.35,11.9,0
10.0.0.5,Desktop,Niger,14.4,163.3,13.45,0
192.168.1.15,Desktop,UK,9.8,90.54,18.78,0
192.168.1.15,Mobile,India,7.7,143.56,16.87,0
192.168.1.10,Mobile,Niger,10.0,146.56,13.85,0
10.0.0.5,Desktop,India,8.9,148.16,10.12,0
10.0.0.5,Mobile,USA,14.6,188.23,14.2,0
192.168.1.10,Mobile,Niger,13.9,74.97,10.76,0
172.16.0.22,Tablet,USA,15.5,168.1,12.32,0
172.16.0.22,Desktop,India,10.9,28.72,10.07,0
172.16.0.22,Tablet,Kenya,17.1,169.43,20.09,0
10.0.0.5,Tablet,India,13.0,156.3,9.41,0
10.0.0.5,Tablet,Niger,15.2,136.2,8.42,0
192.168.1.15,Tablet,Canada,13.6,119.04,10.56,0
10.0.0.5,Tablet,USA,13.4,84.11,18.23,0
192.168.1.10,Mobile,India,11.2,244.05,12.81,0
192.168.1.10,Tablet,USA,8.3,122.35,14.15,0
10.0.0.5,Tablet,Niger,10.6,126.31,15.27,0
192.168.1.10,Tablet,Canada,8.9,149.41,10.02,0
10.0.0.5,Mobile,USA,13.5,147.09,15.81,0
192.168.1.10,Tablet,Niger,11.6,126.75,14.4,0
10.0.0.5,Mobile,USA,9.7,138.47,14.71,0
172.16.0.22,Tablet,Kenya,14.8,131.99,18.79,0
192.168.1.15,Mobile,Niger,13.1,86.7,18.37,0
10.0.0.5,Desktop,India,17.1,169.34,10.8,0
172.16.0.22,Tablet,Niger,11.3,191.9,11.77,0
192.168.1.10,Desktop,Niger,11.1,162.42,18.31,0
10.0.0.5,Desktop,UK,13.2,98.81,11.91,0
192.168.1.15,Desktop,UK,7.9,174.82,11.23,0
172.16.0.22,Mobile,India,9.7,170.9,31.31,0
172.16.0.22,Tablet,Kenya,20.6,267.1,15.79,0
172.16.0.22,Tablet,USA,10.9,154.03,10.48,0
10.0.0.5,Tablet,USA,11.4,173.4,15.13,0
45.22.19.77,Mobile,Pakistan,0.5,18842.56,474.06,1
172.16.0.22,Desktop,Kenya,12.9,283.64,6.59,0
192.168.1.15,Mobile,India,8.7,91.47,15.45,0
10.0.0.5,Desktop,Niger,19.0,157.15,16.35,0
192.168.1.15,Tablet,UK,8.6,99.86,14.59,0
172.16.0.22,Tablet,UK,11.4,138.64,16.69,0
172.16.0.22,Desktop,Canada,11.4,104.91,11.9,0
192.168.1.10,Desktop,Niger,5.3,193.92,23.37,0
192.168.1.15,Desktop,UK,12.2,184.63,10.29,0
192.168.1.10,Mobile,Canada,12.1,188.06,12.98,0
172.16.0.22,Mobile,India,14.1,211.19,15.59,0
192.168.1.10,Mobile,Niger,7.6,225.33,24.83,0
172.16.0.22,Desktop,Kenya,14.6,137.05,15.22,0
10.0.0.5,Tablet,India,8.5,79.09,20.95,0
192.168.1.10,Tablet,USA,16.1,189.24,19.4,0
192.168.1.15,Mobile,Niger,13.8,133.19,8.62,0
192.168.1.15,Desktop,Canada,11.4,143.99,23.39,0
192.168.1.15,Desktop,UK,16.9,184.92,11.38,0
192.168.1.15,Desktop,India,14.5,61.09,13.41,0
172.16.0.22,Mobile,UK,7.4,169.36,13.76,0
192.168.1.15,Tablet,Kenya,11.5,141.92,12.05,0
172.16.0.22,Tablet,USA,9.0,207.14,5.07,0
10.0.0.5,Mobile,UK,10.8,56.33,18.13,0
10.0.0.5,Mobile,USA,11.6,90.49,12.61,0
172.16.0.22,Mobile,Niger,12.0,189.18,10.64,0
10.0.0.5,Mobile,India,13.0,120.19,19.18,0
192.168.1.10,Tablet,UK,10.3,129.7,20.01,0
192.168.1.10,Tablet,India,11.1,121.79,3.68,0
192.168.1.15,Desktop,India,13.5,151.7,25.95,0
192.168.1.10,Tablet,India,15.8,144.88,8.93,0
192.168.1.15,Desktop,Niger,14.3,120.95,18.52,0
172.16.0.22,Tablet,Niger,10.7,75.13,20.45,0
192.168.1.10,Tablet,Niger,13.2,13.54,9.57,0
10.0.0.5,Desktop,India,11.9,77.47,25.82,0
10.0.0.5,Desktop,India,14.9,181.24,11.01,0
10.0.0.5,Mobile,Canada,9.0,142.06,24.58,0
172.16.0.22,Mobile,Kenya,13.0,50.61,24.39,0
10.0.0.5,Mobile,USA,7.9,199.5,15.69,0
192.168.1.15,Desktop,USA,12.2,143.91,16.05,0
192.168.1.15,Tablet,UK,12.2,190.41,16.95,0
192.168.1.10,Desktop,India,10.4,226.28,16.21,0
192.168.1.15,Mobile,Niger,13.6,128.01,14.74,0
172.16.0.22,Tablet,India,12.2,187.84,16.43,0
172.16.0.22,Tablet,Kenya,13.9,97.92,9.53,0
172.16.0.22,Tablet,Kenya,7.7,75.57,9.2,0
192.168.1.10,Desktop,Kenya,12.0,188.1,14.26,0
172.16.0.22,Desktop,Canada,9.5,111.2,10.21,0
10.0.0.5,Tablet,Canada,14.8,178.74,18.56,0
172.16.0.22,Mobile,India,10.1,178.79,14.58,0
10.0.0.5,Desktop,USA,10.4,134.43,18.99,0
192.168.1.10,Tablet,Canada,11.6,95.45,14.48,0
10.0.0.5,Tablet,Niger,8.3,101.85,10.51,0
10.0.0.5,Mobile,USA,9.7,255.09,13.12,0
192.168.1.10,Desktop,UK,11.5,129.78,25.48,0
192.168.1.10,Tablet,UK,10.4,159.17,8.24,0
192.168.1.15,Desktop,Canada,13.5,103.76,14.17,0
192.168.1.15,Tablet,India,10.8,118.5,12.63,0
192.168.1.10,Tablet,UK,9.8,94.58,19.0,0
172.16.0.22,Tablet,Niger,12.0,202.78,15.89,0
192.168.1.10,Desktop,Kenya,6.2,175.43,13.49,0
192.168.1.15,Mobile,India,13.4,177.21,18.44,0
192.168.1.10,Desktop,UK,13.4,122.56,19.88,0
10.0.0.5,Tablet,Niger,14.5,143.2,19.13,0
192.168.1.15,Desktop,Niger,15.7,152.24,9.07,0
172.16.0.22,Tablet,Kenya,14.3,170.3,13.86,0
192.168.1.15,Desktop,UK,9.9,210.48,18.48,0
172.16.0.22,Tablet,USA,9.0,185.36,13.56,0
192.168.1.15,Desktop,USA,9.4,191.66,17.32,0
192.168.1.10,Tablet,India,14.9,177.68,10.29,0
192.168.1.10,Desktop,Kenya,13.6,127.34,26.08,0
192.168.1.15,Mobile,Kenya,12.2,91.58,12.26,0
192.168.1.10,Tablet,Kenya,8.8,137.15,15.73,0
45.22.19.20,Mobile,Pakistan,1.7,174.36,15.58,1
172.16.0.22,Tablet,UK,12.8,164.83,14.6,0
192.168.1.10,Mobile,UK,7.8,88.99,11.43,0
172.16.0.22,Mobile,UK,10.0,131.3,10.33,0
192.168.1.15,Desktop,India,12.7,130.78,16.66,0
172.16.0.22,Tablet,Kenya,12.5,186.42,13.53,0
192.168.1.15,Desktop,India,9.9,169.56,18.09,0
172.16.0.22,Desktop,Canada,5.3,138.97,17.65,0
172.16.0.22,Tablet,USA,11.2,43.97,10.03,0
10.0.0.5,Desktop,India,15.4,238.76,9.95,0
10.0.0.5,Mobile,India,7.5,89.52,21.55,0
172.16.0.22,Mobile,Kenya,12.9,174.53,13.03,0
172.16.0.22,Mobile,UK,11.4,143.11,19.79,0
172.16.0.22,Desktop,India,7.2,285.33,12.92,0
172.16.0.22,Tablet,UK,10.4,80.9,14.14,0
192.168.1.10,Mobile,India,12.2,181.02,16.04,0
172.16.0.22,Tablet,USA,12.9,181.91,10.18,0
10.0.0.5,Mobile,Niger,14.5,116.74,4.72,0
10.0.0.5,Tablet,USA,13.6,108.62,8.25,0
192.168.1.15,Mobile,USA,16.7,165.85,17.74,0
192.168.1.10,Tablet,Kenya,13.3,119.72,12.96,0
192.168.1.10,Desktop,UK,7.8,220.94,9.78,0
172.16.0.22,Mobile,India,13.4,109.56,15.34,0
10.0.0.5,Desktop,Canada,9.1,149.92,22.29,0
10.0.0.5,Tablet,India,14.6,152.45,15.47,0
192.168.1.10,Desktop,Kenya,12.0,234.59,4.62,0
192.168.1.15,Desktop,USA,8.4,70.34,7.64,0
192.168.1.10,Desktop,India,14.9,135.61,5.89,0
192.168.1.10,Mobile,Kenya,16.7,157.19,19.89,0
192.168.1.10,Desktop,Niger,8.5,55.17,16.09,0
172.16.0.22,Desktop,Niger,10.6,158.48,10.7,0
192.168.1.15,Desktop,UK,12.2,68.35,9.73,0
172.16.0.22,Desktop,India,13.4,167.3,9.85,0
172.16.0.22,Tablet,Kenya,10.6,219.56,12.57,0
192.168.1.10,Tablet,Canada,15.2,227.48,9.96,0
192.168.1.10,Mobile,Kenya,16.8,220.45,13.16,0
192.168.1.10,Tablet,UK,8.7,55.51,21.56,0
10.0.0.5,Mobile,Canada,11.8,187.97,12.55,0
192.168.1.10,Desktop,India,15.3,84.86,18.35,0
172.16.0.22,Tablet,Canada,11.4,279.25,8.13,0
192.168.1.15,Mobile,Canada,10.7,130.76,17.47,0
172.16.0.22,Tablet,Kenya,9.9,181.03,20.71,0
172.16.0.22,Tablet,USA,12.2,146.73,18.49,0
192.168.1.10,Mobile,USA,13.6,133.66,13.73,0
192.168.1.15,Mobile,India,13.8,152.9,17.73,0
192.168.1.15,Tablet,USA,15.0,214.54,1.0,0
172.16.0.22,Mobile,UK,9.6,222.49,6.62,0
192.168.1.10,Mobile,USA,14.4,16.6,19.46,0
192.168.1.10,Mobile,USA,9.6,138.56,8.63,0
10.0.0.5,Mobile,India,13.3,142.28,21.55,0
172.16.0.22,Mobile,Canada,13.6,133.34,14.93,0
172.16.0.22,Desktop,USA,10.7,145.47,18.74,0
192.168.1.15,Tablet,UK,16.2,163.0,21.62,0
192.168.1.10,Desktop,Kenya,17.7,32.95,3.79,0
192.168.1.15,Desktop,UK,12.3,167.87,21.89,0
192.168.1.15,Desktop,India,12.0,156.61,16.0,0
172.16.0.22,Mobile,Kenya,12.9,131.6,16.18,0
192.168.1.10,Mobile,India,8.9,92.3,9.81,0
10.0.0.5,Desktop,Canada,12.5,242.68,18.16,0
192.168.1.10,Mobile,Canada,12.8,152.39,14.97,0
192.168.1.10,Mobile,Niger,13.7,218.44,22.04,0
172.16.0.22,Desktop,UK,10.9,135.9,9.27,0
10.0.0.5,Desktop,Kenya,15.3,127.44,14.09,0
192.168.1.10,Tablet,Niger,10.7,180.89,12.16,0
10.0.0.5,Desktop,Kenya,13.7,173.66,19.89,0
10.0.0.5,Mobile,India,11.8,106.78,22.68,0
192.168.1.10,Desktop,Niger,15.8,5.79,15.95,0
10.0.0.5,Tablet,Canada,12.2,62.87,9.91,0
192.168.1.15,Mobile,USA,9.5,147.05,16.36,0
172.16.0.22,Desktop,India,16.7,146.29,26.0,0
192.168.1.15,Mobile,Niger,14.2,123.17,7.18,0
192.168.1.15,Mobile,India,11.1,37.19,13.26,0
10.0.0.5,Desktop,Kenya,10.7,125.69,14.35,0
172.16.0.22,Tablet,UK,10.3,127.11,16.36,0
10.0.0.5,Desktop,Canada,14.5,112.74,9.42,0
172.16.0.22,Mobile,Kenya,12.3,35.66,12.35,0
192.168.1.10,Desktop,Kenya,9.5,104.69,13.68,0
192.168.1.15,Desktop,Niger,9.7,8.68,28.53,0
172.16.0.22,Desktop,Kenya,12.8,54.16,11.85,0
192.168.1.10,Desktop,Niger,12.4,156.48,18.45,0
192.168.1.10,Desktop,UK,11.0,115.99,12.4,0
192.168.1.15,Tablet,India,10.3,148.91,8.37,0
192.168.1.15,Desktop,India,11.7,188.79,10.1,0
192.168.1.10,Mobile,Niger,9.0,119.02,12.72,0
10.0.0.5,Mobile,Niger,8.9,196.0,18.28,0
10.0.0.5,Desktop,Niger,13.8,145.16,8.7,0
192.168.1.15,Desktop,India,13.0,100.87,17.93,0
192.168.1.10,Mobile,India,14.7,234.85,12.3,0
10.0.0.5,Desktop,India,12.2,188.01,18.58,0
192.168.1.10,Tablet,India,12.7,131.45,3.06,0
192.168.1.10,Mobile,Kenya,13.2,156.83,13.19,0
172.16.0.22,Tablet,USA,17.0,127.72,17.41,0
192.168.1.10,Mobile,Kenya,17.2,149.06,16.3,0
172.16.0.22,Desktop,USA,9.5,58.66,29.27,0
192.168.1.10,Tablet,Kenya,9.1,139.23,13.0,0
192.168.1.15,Desktop,UK,20.7,165.74,17.0,0
192.168.1.10,Tablet,Niger,15.1,151.5,12.61,0
192.168.1.15,Tablet,Kenya,7.9,170.75,20.54,0
192.168.1.10,Desktop,Niger,10.2,173.99,19.9,0
172.16.0.22,Tablet,UK,8.1,71.79,6.97,0
192.168.1.15,Mobile,UK,5.0,188.91,16.99,0
192.168.1.15,Tablet,Niger,17.0,159.04,22.36,0
10.0.0.5,Tablet,Canada,10.8,215.12,19.82,0
172.16.0.22,Tablet,UK,17.4,150.33,16.27,0
172.16.0.22,Desktop,India,10.7,253.06,11.13,0
172.16.0.22,Mobile,UK,6.9,136.12,12.18,0
10.0.0.5,Desktop,USA,10.1,107.71,17.17,0
10.0.0.5,Mobile,India,8.2,137.23,10.1,0
192.168.1.15,Desktop,Canada,11.3,53.94,28.62,0
172.16.0.22,Mobile,Canada,10.3,195.43,8.72,0
10.0.0.5,Desktop,Niger,12.5,134.23,15.49,0
192.168.1.10,Mobile,USA,9.1,226.82,11.03,0
192.168.1.10,Mobile,UK,12.2,133.95,9.54,0
10.0.0.5,Desktop,UK,11.6,202.01,15.4,0
10.0.0.5,Tablet,UK,10.2,225.21,14.08,0
192.168.1.15,Desktop,Canada,11.4,102.47,12.24,0
192.168.1.10,Tablet,Niger,11.7,152.19,15.69,0
192.168.1.10,Tablet,Niger,17.3,271.11,14.44,0
192.168.1.15,Mobile,UK,7.7,186.75,15.22,0
192.168.1.15,Mobile,Canada,11.7,134.06,13.02,0
192.168.1.10,Mobile,UK,9.9,151.59,6.04,0
192.168.1.10,Mobile,USA,8.9,110.94,28.68,0
192.168.1.10,Tablet,India,12.8,43.82,21.12,0
172.16.0.22,Mobile,UK,10.6,152.67,13.81,0
192.168.1.15,Desktop,Niger,11.5,154.58,18.28,0
172.16.0.22,Mobile,UK,16.2,145.45,18.76,0
192.168.1.15,Mobile,Niger,16.9,226.31,7.31,0
192.168.1.15,Tablet,UK,13.9,149.06,14.79,0
10.0.0.5,Mobile,Canada,12.6,210.72,14.33,0
192.168.1.10,Desktop,Niger,13.8,154.51,17.43,0
192.168.1.10,Tablet,India,11.3,250.61,15.31,0
192.168.1.15,Mobile,Kenya,12.6,332.95,9.22,0
172.16.0.22,Mobile,Niger,12.1,156.82,14.81,0
10.0.0.5,Mobile,Niger,7.3,146.83,17.61,0
10.0.0.5,Tablet,UK,12.0,111.99,19.24,0
172.16.0.22,Mobile,USA,10.4,236.45,2.3,0
172.16.0.22,Mobile,Niger,14.6,56.82,19.92,0
172.16.0.22,Tablet,Niger,14.3,159.26,15.02,0
10.0.0.5,Mobile,India,15.0,74.53,10.49,0
192.168.1.15,Mobile,USA,14.1,221.38,12.49,0
10.0.0.5,Desktop,Niger,5.0,88.99,13.67,0
172.16.0.22,Tablet,Canada,11.1,65.38,18.57,0
192.168.1.10,Mobile,Canada,11.4,105.33,19.04,0
10.0.0.5,Desktop,India,12.7,213.48,21.31,0
10.0.0.5,Tablet,Niger,13.0,151.62,13.69,0
192.168.1.15,Tablet,UK,12.3,53.8,10.98,0
172.16.0.22,Mobile,Niger,10.4,163.6,21.58,0
192.168.1.10,Desktop,USA,10.9,123.4,10.81,0
192.168.1.10,Mobile,Niger,12.1,171.82,16.39,0
192.168.1.10,Desktop,Canada,9.7,188.47,18.95,0
192.168.1.10,Desktop,Niger,9.3,122.86,16.22,0
192.168.1.10,Desktop,UK,6.6,151.0,13.27,0
192.168.1.15,Desktop,UK,11.3,156.04,14.03,0
172.16.0.22,Tablet,India,11.8,127.2,14.07,0
192.168.1.10,Tablet,Niger,13.1,137.05,13.22,0
10.0.0.5,Desktop,India,15.7,173.34,15.39,0
10.0.0.5,Tablet,UK,10.0,48.18,17.39,0
172.16.0.22,Desktop,UK,11.1,128.81,10.99,0
10.0.0.5,Tablet,India,10.1,64.54,15.53,0
172.16.0.22,Tablet,USA,11.0,178.18,10.09,0
192.168.1.10,Desktop,India,14.2,153.56,20.0,0
192.168.1.15,Mobile,Canada,12.5,168.67,16.7,0
172.16.0.22,Tablet,Canada,13.4,110.63,15.84,0
192.168.1.15,Desktop,Niger,8.8,136.06,18.07,0
192.168.1.15,Mobile,India,12.4,169.71,16.23,0
10.0.0.5,Mobile,Niger,17.5,143.4,17.9,0
172.16.0.22,Tablet,India,18.5,169.62,18.28,0
172.16.0.22,Desktop,Kenya,10.1,182.67,15.64,0
192.168.1.15,Tablet,India,13.4,309.49,13.85,0
192.168.1.10,Mobile,India,12.2,169.29,16.69,0
172.16.0.22,Mobile,USA,11.4,175.2,11.1,0
192.168.1.15,Tablet,Niger,9.3,113.01,21.44,0
192.168.1.10,Desktop,Kenya,12.7,61.15,22.8,0
172.16.0.22,Mobile,Kenya,8.9,157.48,12.27,0
192.168.1.15,Desktop,UK,14.1,102.11,18.84,0
10.0.0.5,Mobile,Canada,10.9,247.86,9.72,0
10.0.0.5,Desktop,USA,11.8,106.62,17.44,0
10.0.0.5,Desktop,Canada,8.3,222.08,16.17,0
192.168.1.15,Tablet,Canada,9.2,246.57,15.58,0
10.0.0.5,Desktop,Canada,12.9,154.49,9.95,0
192.168.1.10,Desktop,Kenya,12.6,140.03,19.27,0
192.168.1.15,Tablet,Kenya,11.6,204.58,14.32,0
192.168.1.15,Tablet,USA,11.7,101.7,4.25,0
10.0.0.5,Mobile,UK,12.9,143.61,23.42,0
192.168.1.15,Tablet,USA,13.7,213.35,9.62,0
192.168.1.10,Mobile,Niger,13.8,262.36,16.32,0
192.168.1.15,Tablet,UK,14.9,89.27,10.05,0
172.16.0.22,Tablet,Niger,10.8,212.53,19.94,0
192.168.1.15,Desktop,Niger,13.2,164.59,22.19,0
10.0.0.5,Desktop,USA,10.1,175.12,8.69,0
172.16.0.22,Mobile,USA,13.0,138.39,14.87,0
192.168.1.15,Tablet,Kenya,16.4,151.21,7.44,0
192.168.1.15,Desktop,India,10.5,257.71,12.64,0
172.16.0.22,Desktop,UK,12.3,123.09,10.57,0
192.168.1.15,Tablet,UK,9.6,153.24,6.14,0
192.168.1.15,Mobile,India,20.2,152.05,11.29,0
172.16.0.22,Tablet,Kenya,10.0,179.79,8.71,0
192.168.1.15,Mobile,Kenya,6.8,83.22,7.48,0
192.168.1.10,Tablet,USA,6.4,113.66,6.03,0
172.16.0.22,Tablet,India,14.2,65.47,14.02,0
10.0.0.5,Mobile,Canada,14.0,113.04,15.58,0
10.0.0.5,Desktop,India,12.7,152.1,13.34,0
192.168.1.15,Tablet,Canada,9.2,252.04,13.57,0
192.168.1.10,Mobile,Canada,13.9,123.97,18.83,0
192.168.1.10,Mobile,India,14.8,145.66,24.08,0
192.168.1.10,Mobile,Canada,15.5,152.47,11.21,0
172.16.0.22,Tablet,UK,13.8,147.05,15.7,0
192.168.1.15,Tablet,UK,14.9,228.56,11.58,0
10.0.0.5,Desktop,USA,9.0,59.31,5.31,0
192.168.1.15,Mobile,USA,10.5,169.77,13.95,0
192.168.1.15,Desktop,Niger,10.3,206.93,9.92,0
172.16.0.22,Mobile,India,13.2,93.31,16.9,0
192.168.1.10,Tablet,India,9.0,152.2,10.54,0
192.168.1.15,Mobile,Niger,11.2,91.14,24.22,0
192.168.1.15,Desktop,UK,9.6,127.74,8.36,0
192.168.1.15,Mobile,UK,10.5,204.18,6.97,0
10.0.0.5,Mobile,USA,13.9,168.2,18.49,0
192.168.1.15,Tablet,USA,14.8,189.51,14.01,0
10.0.0.5,Mobile,Canada,10.5,47.81,18.36,0
172.16.0.22,Mobile,Kenya,14.1,196.74,23.85,0
192.168.1.10,Desktop,UK,10.1,132.72,15.27,0
192.168.1.10,Tablet,Niger,11.4,117.87,16.43,0
192.168.1.10,Mobile,Kenya,12.5,184.67,14.87,0
192.168.1.10,Desktop,Niger,14.2,104.84,8.94,0
10.0.0.5,Mobile,Niger,11.6,91.35,10.47,0
172.16.0.22,Mobile,India,5.0,117.25,11.13,0
192.168.1.15,Mobile,Canada,13.5,115.16,14.11,0
10.0.0.5,Desktop,Niger,5.0,155.09,13.41,0
172.16.0.22,Mobile,USA,16.6,121.49,15.37,0
192.168.1.10,Desktop,USA,9.1,127.64,17.71,0
10.0.0.5,Mobile,Kenya,5.0,106.93,26.9,0
192.168.1.15,Tablet,India,10.0,196.76,17.73,0
192.168.1.10,Mobile,Niger,11.9,91.35,13.98,0
172.16.0.22,Tablet,India,15.7,82.17,7.69,0
172.16.0.22,Desktop,India,11.8,142.26,10.59,0
172.16.0.22,Desktop,USA,16.6,143.69,15.15,0
192.168.1.15,Desktop,India,8.0,223.99,12.76,0
10.0.0.5,Mobile,Canada,21.3,204.51,13.07,0
172.16.0.22,Mobile,Canada,9.4,227.19,12.35,0
10.0.0.5,Desktop,Niger,13.1,102.34,18.3,0
192.168.1.10,Desktop,UK,9.3,186.77,8.93,0
192.168.1.10,Mobile,UK,11.6,128.54,21.6,0
192.168.1.15,Desktop,Canada,10.7,214.47,21.64,0
172.16.0.22,Tablet,Canada,8.8,187.34,10.56,0
10.0.0.5,Mobile,Kenya,10.9,92.88,14.16,0
192.168.1.15,Mobile,USA,10.7,162.69,15.14,0
172.16.0.22,Tablet,USA,13.3,68.85,22.67,0
192.168.1.15,Tablet,UK,11.7,186.99,11.82,0
192.168.1.15,Tablet,Canada,9.4,224.91,20.78,0
192.168.1.15,Desktop,Kenya,11.3,189.08,17.29,0
172.16.0.22,Desktop,India,12.1,169.96,19.7,0
172.16.0.22,Mobile,Niger,16.8,138.43,12.64,0
192.168.1.15,Desktop,UK,10.6,75.05,18.16,0
192.168.1.10,Desktop,Canada,10.8,205.84,12.84,0
10.0.0.5,Tablet,India,12.7,139.52,14.55,0
192.168.1.15,Desktop,USA,9.3,118.64,4.71,0
192.168.1.10,Tablet,Niger,7.7,93.88,18.49,0
192.168.1.10,Mobile,Canada,7.7,163.35,16.34,0
192.168.1.10,Tablet,USA,9.0,159.83,19.92,0
172.16.0.22,Tablet,USA,11.9,161.91,13.68,0
192.168.1.15,Tablet,Niger,16.5,171.97,7.55,0
172.16.0.22,Tablet,India,10.8,100.67,15.67,0
192.168.1.10,Desktop,Niger,12.6,193.55,12.3,0
172.16.0.22,Mobile,Kenya,15.4,107.65,17.21,0
192.168.1.10,Tablet,USA,14.4,162.32,11.24,0
10.0.0.5,Tablet,Canada,12.3,100.47,11.7,0
172.16.0.22,Desktop,India,16.3,95.08,14.25,0
10.0.0.5,Tablet,Canada,14.0,216.63,1.04,0
172.16.0.22,Mobile,Canada,9.3,179.1,15.75,0
192.168.1.10,Tablet,UK,15.1,219.26,21.85,0
192.168.1.15,Desktop,Niger,16.2,192.15,12.64,0
192.168.1.10,Mobile,USA,16.0,217.38,13.29,0
192.168.1.10,Mobile,Kenya,11.9,155.04,18.74,0
192.168.1.15,Desktop,UK,15.1,55.86,13.09,0
192.168.1.10,Desktop,Kenya,13.7,179.48,12.85,0
192.168.1.10,Mobile,India,10.7,147.68,21.91,0
172.16.0.22,Desktop,Kenya,8.7,93.34,12.1,0
192.168.1.15,Desktop,Niger,13.1,100.79,9.45,0
172.16.0.22,Tablet,USA,9.9,231.81,20.43,0
192.168.1.10,Tablet,Niger,9.3,164.86,16.97,0
192.168.1.15,Tablet,Kenya,12.8,113.55,19.13,0
10.0.0.5,Mobile,UK,7.3,119.95,17.7,0
10.0.0.5,Tablet,UK,9.5,124.99,18.84,0
192.168.1.15,Tablet,India,11.3,203.93,11.54,0
10.0.0.5,Tablet,USA,18.3,38.46,5.26,0
192.168.1.15,Desktop,Niger,9.0,191.85,16.43,0
192.168.1.15,Mobile,Kenya,17.1,152.36,14.42,0
192.168.1.15,Tablet,Kenya,16.7,110.19,18.31,0
192.168.1.15,Mobile,Niger,10.0,194.34,18.03,0
192.168.1.10,Tablet,India,17.9,155.17,14.86,0
192.168.1.15,Mobile,Niger,13.5,137.88,21.73,0
172.16.0.22,Tablet,Niger,15.1,131.33,6.34,0
192.168.1.15,Tablet,USA,12.8,176.43,22.31,0
192.168.1.15,Tablet,India,18.9,107.04,14.54,0
192.168.1.15,Tablet,Niger,14.3,124.14,6.36,0
192.168.1.15,Desktop,USA,14.1,127.15,14.44,0
10.0.0.5,Desktop,Canada,11.4,214.73,16.32,0
10.0.0.5,Desktop,UK,12.8,198.52,25.14,0
10.0.0.5,Tablet,USA,10.2,165.44,18.18,0
192.168.1.15,Tablet,India,16.7,145.74,19.97,0
172.16.0.22,Mobile,Kenya,12.2,170.95,18.76,0
10.0.0.5,Mobile,Niger,12.0,108.61,13.93,0
192.168.1.10,Tablet,Canada,10.1,211.92,14.77,0
10.0.0.5,Mobile,UK,11.8,113.73,13.52,0
192.168.1.10,Desktop,Canada,11.4,182.75,27.18,0
192.168.1.15,Tablet,UK,8.4,255.62,11.71,0
10.0.0.5,Desktop,Kenya,7.6,161.76,18.06,0
172.16.0.22,Mobile,Niger,13.6,128.56,12.87,0
172.16.0.22,Desktop,Niger,8.9,144.35,15.18,0
192.168.1.10,Desktop,USA,12.1,153.98,6.93,0
10.0.0.5,Desktop,USA,14.1,83.45,11.4,0
172.16.0.22,Tablet,USA,16.3,191.33,9.82,0
192.168.1.10,Mobile,Kenya,10.3,193.47,9.75,0
192.168.1.10,Tablet,USA,11.8,100.9,10.41,0
192.168.1.15,Mobile,Niger,16.1,300.14,25.8,0
172.16.0.22,Desktop,UK,11.8,212.26,11.99,0
10.0.0.5,Tablet,Niger,13.3,203.79,15.93,0
192.168.1.15,Desktop,Niger,10.9,145.65,9.43,0
172.16.0.22,Tablet,USA,15.3,87.91,23.38,0
10.0.0.5,Tablet,India,11.0,175.95,19.19,0
